year,model,N,IV_mean,Forecast_mean,Gap_mean,Gap_median,Corr
2013,ESG-GARCH(S),4967,0.25142696345882826,0.25897434257857566,0.0075473791197474315,0.0098198626893141,0.6965856762531113
2013,ESG-GJR-GARCH,4967,0.25142696345882826,0.2568616070946971,0.005434643635868803,0.0069668114546371,0.7260295578664572
2013,ESG-GJR-GARCH(E),4967,0.25142696345882826,0.25812124099871087,0.006694277539882604,0.0074025738719619,0.7339194277492619
2013,ESG-GJR-GARCH(G),4967,0.25142696345882826,0.2578177175357817,0.006390754076953434,0.0074552679370684,0.7296567822139135
2013,ESG-GJR-GARCH(S),4967,0.25142696345882826,0.2562672545291344,0.00484029107030614,0.0077050523690284,0.6785281271779999
2013,GARCH,4967,0.25142696345882826,0.25791023803714275,0.006483274578314451,0.0079759527655753,0.7228728521944717
2013,GJR-GARCH,4967,0.25142696345882826,0.2576372810195691,0.006210317560740823,0.0055142546288103,0.6748971435398562
2014,EGARCH,3852,0.24924385496711662,0.25392420156353357,0.004680346596416922,0.00506910656840365,0.6354608781068204
2014,ESG-EGARCH,3852,0.24924385496711662,0.2493474678402385,0.00010361287312188505,0.0040344732972106,0.6616536981502843
2014,ESG-EGARCH(E),3852,0.24924385496711662,0.24996760339278243,0.0007237484256657837,0.0049233955265342005,0.6633183775725591
2014,ESG-EGARCH(G),3852,0.24924385496711662,0.2501544313733487,0.0009105764062320536,0.00484586510170575,0.6634603978216906
2014,ESG-EGARCH(S),3852,0.24924385496711662,0.24986084032336167,0.0006169853562450401,0.00491756571528165,0.6639178744616762
2014,ESG-GARCH,3853,0.24923796167488535,0.26105626540623295,0.011818303731347547,0.0128616259953122,0.7027352634122862
2014,ESG-GARCH(E),3853,0.24923796167488535,0.26152431072318105,0.012286349048295684,0.0136351713783477,0.7025958490748986
2014,ESG-GARCH(G),3853,0.24923796167488535,0.2617282487849734,0.01249028711008803,0.0134234475913708,0.7033729321606005
2014,ESG-GARCH(S),3853,0.24923796167488535,0.26117530571004,0.011937344035154611,0.0132220509774053,0.7010357647758529
2014,ESG-GJR-GARCH,3853,0.24923796167488535,0.25721276088344835,0.007974799208562961,0.0116207644591354,0.6995200647949373
2014,ESG-GJR-GARCH(E),3853,0.24923796167488535,0.25748443028685203,0.008246468611966644,0.0123206660202885,0.7004021692784845
2014,ESG-GJR-GARCH(G),3853,0.24923796167488535,0.2578672273920541,0.008629265717168735,0.0123740252413707,0.701510008303172
2014,ESG-GJR-GARCH(S),3853,0.24923796167488535,0.25721420772316783,0.007976246048282442,0.0120668487519219,0.699848532640182
