threshold,model,horizon,direction,n,mean_pnl,median_pnl,win_rate,total_pnl
1.5,ESG-EGARCH(E),20,LONG_VOL,2393,-23.419826237347277,-0.2956010044914592,0.49603008775595486,-56043.64418597203
1.5,ESG-EGARCH(E),20,SHORT_VOL,2170,22.742373271127384,10.910719549989178,0.5811059907834102,49350.94999834643
1.5,ESG-EGARCH(G),5,LONG_VOL,8173,-0.36627312560240427,2.1182067318236193,0.544720420898079,-2993.55025554845
1.5,ESG-EGARCH(G),10,LONG_VOL,7043,-5.246360320048783,1.9290090843184338,0.5252023285531734,-36950.11573410358
1.5,ESG-EGARCH(G),20,LONG_VOL,2402,-22.830338437852692,-0.08525069594656642,0.4995836802664446,-54838.47292772217
1.5,ESG-EGARCH(G),20,SHORT_VOL,2157,24.051597254589332,10.588355803838148,0.5799721835883171,51879.29527814919
1.5,ESG-EGARCH(S),5,LONG_VOL,8106,0.2523119620510684,1.9742805520872317,0.5429311621021465,2045.2407643859601
1.5,ESG-EGARCH(S),10,LONG_VOL,6988,-4.408798763503258,1.7835155533592837,0.523039496279336,-30808.685759360767
1.5,ESG-EGARCH(S),20,LONG_VOL,2384,-23.120730033838,-0.27241779544726086,0.4962248322147651,-55119.82040066979
1.5,ESG-EGARCH(S),20,SHORT_VOL,2163,22.465486703999368,9.972621132351723,0.5755894590846047,48592.84774075063
1.5,ESG-GARCH,20,SHORT_VOL,1827,24.440294970335394,10.592414364788958,0.5812807881773399,44652.418910802764
1.5,ESG-GARCH,5,LONG_VOL,9429,1.3058418344168414,2.014869821625396,0.5413087283911338,12312.782656716397
1.5,ESG-GARCH,10,LONG_VOL,8147,-2.3473943557965224,1.5892559615926416,0.5219099054866823,-19124.221816674268
1.5,ESG-GARCH,20,LONG_VOL,2784,-22.084946736655503,-1.319753180019326,0.4849137931034483,-61484.49171484892
1.5,ESG-GARCH(E),20,SHORT_VOL,1833,23.48978000337519,11.119459358505168,0.5821058374249863,43056.766746186724
1.5,ESG-GARCH(E),5,LONG_VOL,9458,1.6273502130235842,2.0171508143976746,0.5414463945865934,15391.47831477706
1.5,ESG-GARCH(E),10,LONG_VOL,8178,-2.0079772918164376,1.6130829429868148,0.5223771093176816,-16421.238292474827
1.5,ESG-GARCH(E),20,LONG_VOL,2808,-20.99381829343797,-1.3105827732538344,0.4853988603988604,-58950.641767973815
1.5,ESG-GARCH(G),20,SHORT_VOL,1810,24.437590626086514,10.575985435531553,0.580110497237569,44232.03903321659
1.5,ESG-GARCH(G),5,LONG_VOL,9575,1.7485407787254177,2.076935257423912,0.5424543080939948,16742.277956295875
1.5,ESG-GARCH(G),10,LONG_VOL,8266,-2.08462624184263,1.6932627696988627,0.5233486571497702,-17231.52051507118
1.5,ESG-GARCH(G),20,LONG_VOL,2830,-21.64131169506317,-1.2695996492470565,0.4865724381625442,-61244.91209702877
1.5,ESG-GARCH(S),20,SHORT_VOL,1834,23.690682628661136,10.422979655091924,0.5801526717557252,43448.711940964524
1.5,ESG-GARCH(S),5,LONG_VOL,9469,1.3447132865802394,1.98241476737095,0.5403949730700179,12733.090110628287
1.5,ESG-GARCH(S),10,LONG_VOL,8179,-2.4529204979204287,1.6009308889753768,0.5220687125565473,-20062.436752491187
1.5,ESG-GARCH(S),20,LONG_VOL,2798,-22.03436855965031,-1.2343947083278046,0.4867762687634024,-61652.16322990157
1.5,ESG-GJR-GARCH,20,SHORT_VOL,1802,22.83626727532768,9.901370017630821,0.5765815760266371,41150.95363014047
1.5,ESG-GJR-GARCH,5,LONG_VOL,9628,1.8110377814106615,2.407192666318033,0.5495429995845451,17436.67175942185
1.5,ESG-GJR-GARCH(E),20,SHORT_VOL,1812,22.15161807146846,10.147130006992633,0.5789183222958058,40138.73194550085
1.5,ESG-GJR-GARCH(E),5,LONG_VOL,9670,2.0894751528342628,2.378095364520135,0.5490175801447776,20205.22472790732
1.5,ESG-GJR-GARCH(G),20,SHORT_VOL,1780,22.99620990675373,9.559336830507874,0.5747191011235955,40933.25363402164
1.5,ESG-GJR-GARCH(G),5,LONG_VOL,9781,2.0704908375462234,2.380375696869912,0.5496370514262345,20251.47088203961
1.5,ESG-GJR-GARCH(S),20,SHORT_VOL,1801,22.441659976358686,9.219893936539862,0.572459744586341,40417.42961742199
1.5,ESG-GJR-GARCH(S),5,LONG_VOL,9682,1.9896227940226487,2.2786598219981005,0.5478206982028506,19263.527891727284
1.5,GARCH,20,SHORT_VOL,1653,27.384015665226492,11.262516482626964,0.5825771324863884,45265.777894619394
1.5,GARCH,5,LONG_VOL,10549,3.741274255044931,1.8346329562237806,0.5368281353682813,39466.70211646898
1.5,GARCH,10,LONG_VOL,9103,0.5738884390995136,1.5775246398111804,0.5200483357135011,5224.106461122872
1.5,GARCH,20,LONG_VOL,3177,-1.973115995416624,-4.21543930145441,0.46207113629209945,-6268.589517438614
1.5,GJR-GARCH,20,SHORT_VOL,1638,24.053573009354565,9.71599705142386,0.5763125763125763,39399.75258932278
1.5,ESG-GJR-GARCH(E),10,LONG_VOL,8302,-0.21857081602137626,2.4534278758389005,0.5344495302336786,-1814.5749146094656
1.5,ESG-GJR-GARCH(E),20,LONG_VOL,2889,-17.871438593625452,-0.03485915450893273,0.4994807892004154,-51630.58609698393
1.5,ESG-GJR-GARCH(G),10,LONG_VOL,8401,0.3153098376186407,2.642849109550525,0.5381502202118795,2648.9179458342005
1.5,ESG-GJR-GARCH(G),20,LONG_VOL,2912,-17.024306032826967,0.6252546380758872,0.5048076923076923,-49574.779167592125
1.5,ESG-GJR-GARCH(S),10,LONG_VOL,8304,-0.2418179492590046,2.506077614810332,0.5351637764932563,-2008.0562506467743
1.5,ESG-GJR-GARCH(S),20,LONG_VOL,2876,-17.509308483068644,-0.006908140504479299,0.5,-50356.77119730542
1.5,GJR-GARCH,5,LONG_VOL,10425,4.567086833182551,2.167051973462172,0.5429256594724221,47611.880235928096
1.5,GJR-GARCH,10,LONG_VOL,8953,2.709306311164563,1.9827939297770312,0.5248520049145537,24256.419403856333
1.5,GJR-GARCH,20,LONG_VOL,3131,0.8435768669591085,-3.109357894762021,0.46981794953688916,2641.2391704489687
1.5,ESG-GJR-GARCH,10,LONG_VOL,8262,-0.047299896286180636,2.6265812538091895,0.537279109174534,-390.7917431164244
1.5,ESG-GJR-GARCH,20,LONG_VOL,2863,-18.24431100368511,0.21335089758017034,0.5022703457911282,-52233.46240355047
2.0,ESG-GJR-GARCH,5,SHORT_VOL,4207,8.371544797408937,4.073079883028015,0.5509864511528405,35219.088962699396
2.0,ESG-GJR-GARCH,10,SHORT_VOL,3245,16.449467705129887,7.565779995479385,0.5661016949152542,53378.52270314649
2.0,ESG-GJR-GARCH(E),5,SHORT_VOL,4266,9.438475415544476,4.0951488340977145,0.5522737927801219,40264.536122712736
2.0,ESG-GJR-GARCH(E),10,SHORT_VOL,3283,17.141919074120512,7.882575480413834,0.5674687785561986,56276.920320337646
2.0,ESG-GJR-GARCH(G),5,SHORT_VOL,4167,9.013508514103421,4.010035996400603,0.5505159587233022,37559.28997826896
2.0,ESG-GJR-GARCH(G),10,SHORT_VOL,3209,16.419367894138237,7.607418327278879,0.564973511997507,52689.7515722896
2.0,ESG-GJR-GARCH(S),5,SHORT_VOL,4212,9.251325297880415,3.9409325227056065,0.5500949667616334,38966.58215467231
2.0,ESG-GJR-GARCH(S),10,SHORT_VOL,3238,16.75691839419993,7.790455708467508,0.5654725138974676,54258.90176041937
2.0,GJR-GARCH,5,SHORT_VOL,3845,8.091756965451522,3.7419907290107517,0.5440832249674903,31112.805532161103
2.0,GJR-GARCH,10,SHORT_VOL,2948,14.892704219834528,7.007917320671375,0.5576662143826323,43903.69204007219
2.0,EGARCH,5,LONG_VOL,4482,3.4116054006034937,2.4466891122136962,0.5506470325747435,15290.815405504858
2.0,EGARCH,5,SHORT_VOL,4592,8.819876300762886,3.860658256045542,0.5496515679442509,40500.871973103174
2.0,EGARCH,10,SHORT_VOL,3524,19.42640673025012,10.498261618648517,0.5828603859250852,68458.65731740143
2.0,EGARCH,20,SHORT_VOL,928,24.370944395878468,8.17711538081118,0.5668103448275862,22616.23639937522
2.0,ESG-EGARCH,5,LONG_VOL,3555,4.14817755656203,2.303686914957794,0.5552742616033756,14746.771213578015
2.0,ESG-EGARCH,5,SHORT_VOL,4927,10.111451254239098,3.9442897962609536,0.5530748934442866,49819.12032963604
2.0,ESG-EGARCH,10,SHORT_VOL,3837,20.91058627507829,10.130302764091596,0.5856137607505864,80233.9195374754
2.0,ESG-EGARCH,20,SHORT_VOL,1010,17.534191785247714,8.167231760257874,0.5643564356435643,17709.53370310019
2.0,ESG-EGARCH(E),5,LONG_VOL,3577,4.129904040508063,2.3111627992356807,0.5557729941291585,14772.666752897343
2.0,ESG-EGARCH(E),5,SHORT_VOL,4993,10.049517857326158,4.078391058033901,0.5551772481474063,50177.24266162951
2.0,ESG-EGARCH(E),10,SHORT_VOL,3881,21.65049712239863,10.009980736956571,0.5843854676629735,84025.57933202908
2.0,ESG-EGARCH(E),20,SHORT_VOL,1021,17.444467149786934,8.527461988911782,0.5680705190989226,17810.80095993246
2.0,ESG-EGARCH(G),5,LONG_VOL,3597,4.338139656483902,2.4097613420962283,0.5571309424520434,15604.288344372595
2.0,ESG-EGARCH(G),5,SHORT_VOL,4875,10.086566452310056,3.9981401379456827,0.5538461538461539,49172.01145501152
2.0,ESG-EGARCH(G),10,SHORT_VOL,3777,21.740462747132334,9.826745260085897,0.5822081016679904,82113.72779591882
2.0,ESG-EGARCH(G),20,SHORT_VOL,995,19.031779791856017,8.454384220471237,0.5688442211055277,18936.62089289674
2.0,ESG-EGARCH(S),5,LONG_VOL,3591,3.8785599322778435,2.3105465923712885,0.5561125034809246,13927.908716809736
2.0,ESG-EGARCH(S),5,SHORT_VOL,4924,11.282107333131988,3.992587115284171,0.5548334687246141,55553.09650834191
2.0,ESG-EGARCH(S),10,SHORT_VOL,3817,21.464840204327363,9.865896733104915,0.5834424941053183,81931.29505991754
2.0,ESG-EGARCH(S),20,SHORT_VOL,1013,16.93869048185635,7.206714758162832,0.5577492596248766,17158.893458120485
2.0,ESG-GARCH,5,LONG_VOL,4685,4.074963559598203,1.8276798400070424,0.5398078975453575,19091.20427671758
2.0,ESG-GARCH,5,SHORT_VOL,4283,6.7510106949439,3.4276783236167816,0.5468129815549848,28914.578806444722
2.0,ESG-GARCH,10,SHORT_VOL,3323,15.96928948139893,8.458662329132878,0.5708696960577792,53065.948946688644
2.0,ESG-GARCH,20,SHORT_VOL,844,12.960411346590645,7.625283267449886,0.5580568720379147,10938.587176522504
2.0,ESG-GARCH(E),5,LONG_VOL,4711,4.149341968188167,1.9199228044348153,0.5410740819358947,19547.550012134452
2.0,ESG-GARCH(E),5,SHORT_VOL,4356,7.507422968164286,3.4991931556568816,0.546831955922865,32702.33444932363
2.0,ESG-GARCH(E),10,SHORT_VOL,3378,15.902119380739359,8.427927436163202,0.5710479573712256,53717.35926813755
2.0,ESG-GARCH(E),20,SHORT_VOL,867,14.762393616043749,7.164570916749479,0.5547866205305652,12798.99526510993
2.0,ESG-GARCH(G),5,LONG_VOL,4743,2.8382437303542436,1.88849314671641,0.5414294750158127,13461.790013070176
2.0,ESG-GARCH(G),5,SHORT_VOL,4258,6.53964390303021,3.3650608545148453,0.5460310004697041,27845.803739102634
2.0,ESG-GARCH(G),10,SHORT_VOL,3293,15.551130840929984,7.971522422099852,0.5687822654114789,51209.87385918244
