threshold,model,horizon,direction,n,mean_pnl,median_pnl,win_rate,total_pnl
2.0,ESG-GARCH(G),20,SHORT_VOL,837,14.13115498484268,6.5707359811318575,0.5519713261648745,11827.776722313323
2.0,ESG-GARCH(S),5,LONG_VOL,4746,3.9828031661168692,1.871459788972412,0.5415086388537717,18902.383826390662
2.0,ESG-GARCH(S),5,SHORT_VOL,4300,7.351881213755364,3.3200763482668165,0.5444186046511628,31613.089219148067
2.0,ESG-GARCH(S),10,SHORT_VOL,3322,15.771839056893471,7.9438152251803675,0.5671282360024081,52394.04934700011
2.0,ESG-GARCH(S),20,SHORT_VOL,850,14.92805207792402,6.825214903169483,0.5517647058823529,12688.844266235417
2.0,ESG-GJR-GARCH,20,SHORT_VOL,856,13.261647499577363,5.839889363623251,0.5408878504672897,11351.970259638223
2.0,ESG-GJR-GARCH(E),20,SHORT_VOL,866,15.860882810790034,5.913680545735623,0.5427251732101617,13735.52451414417
2.0,ESG-GJR-GARCH(G),20,SHORT_VOL,849,16.728214812918115,6.244744828332401,0.5453474676089517,14202.25437616748
2.0,ESG-GJR-GARCH(S),20,SHORT_VOL,861,15.743867176379094,5.884682500056755,0.5400696864111498,13555.4696388624
2.0,GARCH,5,SHORT_VOL,3917,7.0870842310430655,2.8544961812854055,0.5374010722491703,27760.10893299569
2.0,GARCH,10,SHORT_VOL,3009,18.711562253782454,8.919618215466972,0.5722831505483549,56303.0908216314
2.0,GARCH,20,SHORT_VOL,767,21.777625917321792,8.758542387068161,0.5723598435462842,16703.439078585816
2.0,GARCH,5,LONG_VOL,5753,0.2705946709117255,1.9571214614499208,0.5397184077872414,1556.7311417551568
2.0,GARCH,10,LONG_VOL,4954,0.3812160496464178,1.8507530350854964,0.5240209931368591,1888.5443099483539
2.0,GARCH,20,LONG_VOL,1751,-27.843513478687544,-1.4197559191092353,0.48372358652198744,-48753.99210118189
2.0,GJR-GARCH,20,SHORT_VOL,784,19.37216294025761,7.396286625799771,0.5586734693877551,15187.775745161965
2.0,ESG-GARCH,10,LONG_VOL,4000,2.027771041842666,1.3068233349091916,0.51875,8111.084167370665
2.0,ESG-GARCH,20,LONG_VOL,1379,-13.851967033667997,2.528024989041983,0.5177664974619289,-19101.862539428166
2.0,ESG-GARCH(E),10,LONG_VOL,4033,2.6761969447102008,1.2511675171229673,0.5179766922886189,10793.10227801624
2.0,ESG-GARCH(E),20,LONG_VOL,1384,-12.488829376421945,2.348892992510165,0.5151734104046243,-17284.53985696797
2.0,ESG-GARCH(G),10,LONG_VOL,4054,2.2163734752344535,1.4128323907266127,0.5202269363591514,8985.178068600475
2.0,ESG-GARCH(G),20,LONG_VOL,1403,-25.242358638649407,2.3936491920703107,0.5146115466856735,-35415.02917002512
2.0,ESG-GARCH(S),10,LONG_VOL,4056,2.665606534017222,1.2022424000090424,0.5182445759368837,10811.700101973853
2.0,ESG-GARCH(S),20,LONG_VOL,1400,-12.362090264494377,1.7288568038610101,0.5135714285714286,-17306.926370292127
2.0,ESG-GJR-GARCH,5,LONG_VOL,4862,-0.4068355374740251,2.510078175842441,0.5518305224187577,-1978.0343831987102
2.0,ESG-GJR-GARCH,10,LONG_VOL,4173,-0.29367178389984105,2.4209197775549,0.5310328300982506,-1225.4923542140368
2.0,ESG-GJR-GARCH,20,LONG_VOL,1467,-27.31842170413114,1.414032968089522,0.50920245398773,-40076.124639960384
2.0,ESG-GJR-GARCH(G),5,LONG_VOL,4940,0.24506648468400022,2.596876030343218,0.5534412955465587,1210.6284343389611
2.0,ESG-GJR-GARCH(G),10,LONG_VOL,4243,0.2072457727365452,2.588814504064093,0.5340560923874617,879.3438137211613
2.0,ESG-GJR-GARCH(G),20,LONG_VOL,1488,-27.52018522921139,1.6638055766170865,0.5120967741935484,-40950.03562106655
2.0,GJR-GARCH,5,LONG_VOL,5793,-0.35908189291915293,2.2563320588788116,0.547039530467806,-2080.161405680653
2.0,GJR-GARCH,10,LONG_VOL,4966,0.4946237567462622,1.9950977406836194,0.5257752718485703,2456.301576001938
2.0,GJR-GARCH,20,LONG_VOL,1746,-29.451559923290873,-2.5728761225523193,0.4765177548682703,-51422.423626065865
2.0,ESG-GJR-GARCH(E),5,LONG_VOL,4889,-0.04687186689874761,2.5230075193681216,0.5518510942933115,-229.15655726797706
2.0,ESG-GJR-GARCH(E),10,LONG_VOL,4202,0.9394304934544004,2.3880177430308684,0.5306996668253213,3947.4869334953905
2.0,ESG-GJR-GARCH(E),20,LONG_VOL,1481,-27.619928335789485,0.875588397606748,0.5077650236326806,-40905.11386530423
2.0,ESG-GJR-GARCH(S),5,LONG_VOL,4941,1.6429404872143227,2.5230222145853105,0.5517101801254807,8117.768947325969
2.0,ESG-GJR-GARCH(S),10,LONG_VOL,4237,2.3189277167979436,2.528060109331882,0.5341043190936984,9825.296736072887
2.0,ESG-GJR-GARCH(S),20,LONG_VOL,1480,-27.7105087340457,1.4781083988118446,0.5094594594594595,-41011.55292638764
2.0,EGARCH,10,LONG_VOL,3842,3.1305832773457594,2.4096033526113,0.5325351379489849,12027.700951562407
2.0,EGARCH,20,LONG_VOL,1330,-30.791774620315643,-1.4142122702990325,0.4864661654135338,-40953.060245019806
2.0,ESG-EGARCH,10,LONG_VOL,3044,1.1741334070690956,2.5706127997085373,0.5348226018396847,3574.062091118327
2.0,ESG-EGARCH,20,LONG_VOL,1024,-9.282054676066235,2.6494327758121887,0.5166015625,-9504.823988291824
2.0,ESG-EGARCH(E),10,LONG_VOL,3058,1.2273775351836766,2.3777318176479496,0.5330281229561805,3753.320502591683
2.0,ESG-EGARCH(E),20,LONG_VOL,1032,-9.606247510610892,2.505148720859343,0.5135658914728682,-9913.647430950441
2.0,ESG-EGARCH(G),10,LONG_VOL,3081,1.4422827867331796,2.655239640258106,0.5368386887374229,4443.673265924926
2.0,ESG-EGARCH(G),20,LONG_VOL,1037,-8.645514863279256,2.623190194410377,0.5159112825458052,-8965.39891322059
2.0,ESG-EGARCH(S),10,LONG_VOL,3069,1.3411607710773183,2.5275272332252037,0.5340501792114696,4116.02240643629
2.0,ESG-EGARCH(S),20,LONG_VOL,1031,-8.116960995088093,2.951508762857907,0.518913676042677,-8368.586785935824
