ticker,rows,first_date,last_date,universe_source,status
TXT,837331,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
UAA,1331237,20051130,20190628,raw_options,PENDING_LSEG_RECONCILIATION
UAL,1465174,20060210,20190628,raw_options,PENDING_LSEG_RECONCILIATION
UDR,220648,19980608,20190628,raw_options,PENDING_LSEG_RECONCILIATION
UHS,460959,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
ULTA,1220392,20071109,20190628,raw_options,PENDING_LSEG_RECONCILIATION
UNH,1881026,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
UNM,554560,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
UNP,1907674,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
UPS,1517449,20000217,20190628,raw_options,PENDING_LSEG_RECONCILIATION
URI,1714188,19980730,20190628,raw_options,PENDING_LSEG_RECONCILIATION
USB,1644280,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
UTX,1851883,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
V,1855809,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
VAR,501680,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
VFC,876256,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
VIAB,1103862,20060103,20190628,raw_options,PENDING_LSEG_RECONCILIATION
VLO,1886819,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
VMC,898054,19980715,20190628,raw_options,PENDING_LSEG_RECONCILIATION
VNO,556508,19971217,20190628,raw_options,PENDING_LSEG_RECONCILIATION
VRSK,236832,20091015,20190628,raw_options,PENDING_LSEG_RECONCILIATION
VRSN,1066575,19980805,20190628,raw_options,PENDING_LSEG_RECONCILIATION
VRTX,2005413,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
VTR,333164,19971124,20190628,raw_options,PENDING_LSEG_RECONCILIATION
VZ,1891703,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WAT,610676,19960223,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WBA,1706046,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WDC,1719454,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WEC,271522,19970602,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WELL,506920,19980715,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WFC,1760019,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WHR,1544392,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WLTW,301343,20011004,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WM,830350,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WMB,1718380,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WMT,1856590,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WRK,139035,20150707,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WU,517481,20061002,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WY,1329767,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WYND,609688,20060801,20190628,raw_options,PENDING_LSEG_RECONCILIATION
WYNN,2312106,20030203,20190628,raw_options,PENDING_LSEG_RECONCILIATION
XEC,607324,20021002,20190628,raw_options,PENDING_LSEG_RECONCILIATION
XEL,319876,19970527,20190628,raw_options,PENDING_LSEG_RECONCILIATION
XL,686453,19970609,20180911,raw_options,PENDING_LSEG_RECONCILIATION
XLNX,1540512,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
XOM,1929840,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
XRAY,366028,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
XRX,802853,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION
XYL,158272,20111101,20190628,raw_options,PENDING_LSEG_RECONCILIATION
YUM,1512429,19971007,20190628,raw_options,PENDING_LSEG_RECONCILIATION
ZBH,587772,20010807,20190628,raw_options,PENDING_LSEG_RECONCILIATION
ZION,810205,19970603,20190628,raw_options,PENDING_LSEG_RECONCILIATION
ZTS,1059261,20130219,20190628,raw_options,PENDING_LSEG_RECONCILIATION
