ticker,rows,first_date,last_date,universe_source,status,RIC,DocumentTitle,mapping_status
INTU,957255,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,INTU.O,"Intuit Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
IP,1485148,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IP,"International Paper Co, Ordinary Share, NYSE Consolidated",MAPPED
IPG,583316,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IPG.PH^B09,"Interpublic Group of Companies Ord Shs, Ordinary Share, Delisted, NASDAQ OMX PSX",MAPPED
IPGP,376662,20070425,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IPGP.O,"IPG Photonics Corp, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
IQV,226223,20130606,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IQV,"IQVIA Holdings Inc., Ordinary Share, NYSE Consolidated",MAPPED
IR,912674,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IR,"Ingersoll Rand Inc, Ordinary Share, NYSE Consolidated",MAPPED
IRM,495760,19980514,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IRM,"Iron Mountain Inc, Ordinary Share, NYSE Consolidated",MAPPED
ISRG,3533410,20010724,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ISRG.O,"Intuitive Surgical, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
IT,360768,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IT,"Gartner, Inc., Ordinary Share, NYSE Consolidated",MAPPED
ITW,985121,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ITW,"Illinois Tool Works Inc, Ordinary Share, NYSE Consolidated",MAPPED
IVZ,440221,20070221,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IVZ,"Invesco Ltd, Ordinary Share, NYSE Consolidated",MAPPED
JBHT,476675,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JBHT.O,"J.B. Hunt Transport Services, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
JCI,1154708,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JCI,"Johnson Controls International PLC, Ordinary Share, NYSE Consolidated",MAPPED
JEC,578964,19990107,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JEC.B^J07,"Jacobs Solutions Ord Shs, Ordinary Share, Delisted, Boston Stock Exchange Inc",MAPPED
JEF,494849,19970604,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JEF,"Jefferies Financial Group Inc, Ordinary Share, NYSE Consolidated",MAPPED
JNJ,1778893,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JNJ,"Johnson & Johnson, Ordinary Share, NYSE Consolidated",MAPPED
JNPR,1608058,19991007,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JNPR.W^E14,"Juniper Networks Ord Shs, Ordinary Share, Delisted, Chicago Board Options Exchange",MAPPED
JPM,2253051,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JPM,"JPMorgan Chase & Co, Ordinary Share, NYSE Consolidated",MAPPED
JWN,906390,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JWN.PH^B09,"Nordstrom Ord Shs, Ordinary Share, Delisted, NASDAQ OMX PSX",MAPPED
K,714059,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,K.B^J07,"Kellanova Ord Shs, Ordinary Share, Delisted, Boston Stock Exchange Inc",MAPPED
KEY,824397,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KEY,"KeyCorp, Ordinary Share, NYSE Consolidated",MAPPED
KHC,309819,20150707,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KHC.O,"The Kraft Heinz Company, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
KIM,249109,19980608,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KIM,"Kimco Realty Corp, Ordinary Share, NYSE Consolidated",MAPPED
KLAC,1081974,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KLAC.O,"KLA Corporation, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
KMB,1072914,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KMB.O,"Kimberly-Clark Corporation, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
KMI,1111329,19970409,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KMI,"Kinder Morgan, Inc., Ordinary Share, NYSE Consolidated",MAPPED
KMX,995511,19970512,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KMX,"Carmax Inc, Ordinary Share, NYSE Consolidated",MAPPED
KO,1681071,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KO,"Coca-Cola Co, Ordinary Share, NYSE Consolidated",MAPPED
KR,922547,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KR,"Kroger Co, Ordinary Share, NYSE Consolidated",MAPPED
KSS,1228816,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KSS,"Kohl's Corporation, Ordinary Share, NYSE Consolidated",MAPPED
KSU,1322117,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KSU.B^J07,"Kansas City Southern Ord Shs, Ordinary Share, Delisted, Boston Stock Exchange Inc",MAPPED
L,566012,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,L,"Loews Corporation, Ordinary Share, NYSE Consolidated",MAPPED
LB,1154605,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LB,"LandBridge Company LLC, Ordinary Share, Class A, NYSE Consolidated",MAPPED
LEG,277449,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LEG.PH^B09,"Leggett & Platt Ord Shs, Ordinary Share, Delisted, NASDAQ OMX PSX",MAPPED
LEN,1002721,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LEN,"Lennar Corporation, Ordinary Share, Class A, NYSE Consolidated",MAPPED
LH,720131,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LH,"Labcorp Holdings Inc., Ordinary Share, NYSE Consolidated",MAPPED
LKQ,234192,20071112,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LKQ.O,"LKQ Corp, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
LLY,1732827,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LLY,"Eli Lilly and Company, Ordinary Share, NYSE Consolidated",MAPPED
LMT,1532512,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LMT,"Lockheed Martin Corp, Ordinary Share, NYSE Consolidated",MAPPED
LNC,700498,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LNC,"Lincoln National Corp, Ordinary Share, NYSE Consolidated",MAPPED
LNT,212962,19960610,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LNT.O,"Alliant Energy Corp, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
LOW,1445730,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LOW,"Lowe's Companies Inc, Ordinary Share, NYSE Consolidated",MAPPED
LRCX,1493215,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LRCX.O,"Lam Research Corporation, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
LUV,1375699,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LUV,"Southwest Airlines Co, Ordinary Share, NYSE Consolidated",MAPPED
LYB,990586,20101018,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LYB,"LyondellBasell Industries N.V., Ordinary Share, Class A, NYSE Consolidated",MAPPED
MA,2487737,20060605,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MA,"Mastercard Incorporated, Ordinary Share, Class A, NYSE Consolidated",MAPPED
MAA,337007,20040116,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MAA,"Mid-America Apartment Communities Inc, Ordinary Share, NYSE Consolidated",MAPPED
MAC,361836,20030218,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MAC,"The Macerich Company, Ordinary Share, NYSE Consolidated",MAPPED
MAR,1284770,19970818,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MAR.O,"Marriott International, Inc., Ordinary Share, Class A, NASDAQ Global Select Consolidated",MAPPED
MAS,672039,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MAS,"Masco Corporation, Ordinary Share, NYSE Consolidated",MAPPED
MAT,1062647,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MAT.O,"Mattel Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
MCD,1727092,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MCD,"McDonald's Corp, Ordinary Share, NYSE Consolidated",MAPPED
MCHP,800440,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MCHP.O,"Microchip Technology Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
MCK,1438750,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MCK,"McKesson Corp, Ordinary Share, NYSE Consolidated",MAPPED
MCO,770771,20000320,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MCO,"Moody's Corporation, Ordinary Share, NYSE Consolidated",MAPPED
MDLZ,1167689,20010627,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MDLZ.O,"Mondelez International Inc, Ordinary Share, Class A, NASDAQ Global Select Consolidated",MAPPED
MDT,1820864,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MDT,"Medtronic PLC, Ordinary Share, NYSE Consolidated",MAPPED
MET,1551044,19970321,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MET,"MetLife, Inc., Ordinary Share, NYSE Consolidated",MAPPED
MGM,1488983,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MGM,"MGM Resorts International, Ordinary Share, NYSE Consolidated",MAPPED
MHK,791348,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MHK,"Mohawk Industries, Inc., Ordinary Share, NYSE Consolidated",MAPPED
MKC,346031,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MKC,"McCormick & Company, Incorporated, Ordinary Share, NYSE Consolidated",MAPPED
MLM,761284,19970923,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MLM,"Martin Marietta Materials, Inc., Ordinary Share, NYSE Consolidated",MAPPED
MMC,596937,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,0#MCM:,"Intercontinental Exchange MSCI Emerging Market ex China NTR Electronic Index Future Chain Contracts, Equity Future, USD, Intercontinental Exchange US",MAPPED
MMM,1830319,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MMM,"3M Company, Ordinary Share, NYSE Consolidated",MAPPED
MNST,1309537,20060725,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MNST.O,"Monster Beverage Corporation, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
MO,1772661,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MO,"Altria Group Inc, Ordinary Share, NYSE Consolidated",MAPPED
MON,1457458,19960104,20180606,raw_options,PENDING_LSEG_RECONCILIATION,MON.PH^B09,"Monsanto Ord Shs, Ordinary Share, Delisted, NASDAQ OMX PSX",MAPPED
MOS,1562075,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MOS,"Mosaic Co, Ordinary Share, NYSE Consolidated",MAPPED
MPC,1272026,20110705,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MPC,"Marathon Petroleum Corporation, Ordinary Share, NYSE Consolidated",MAPPED
MRK,1804497,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MRK,"Merck & Co Inc, Ordinary Share, NYSE Consolidated",MAPPED
MRO,1456879,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MRO.PH^B09,"Marathon Oil Ord Shs, Ordinary Share, Delisted, NASDAQ OMX PSX",MAPPED
MS,1737928,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MS,"Morgan Stanley, Ordinary Share, NYSE Consolidated",MAPPED
MSFT,2350128,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MSFT.O,"Microsoft Corporation, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
MSI,973196,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MSI,"Motorola Solutions Inc, Ordinary Share, NYSE Consolidated",MAPPED
MTB,626001,19970818,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MTB,"M&T Bank Corporation, Ordinary Share, NYSE Consolidated",MAPPED
MTD,435609,19980908,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MTD,"Mettler-Toledo International Inc., Ordinary Share, NYSE Consolidated",MAPPED
MU,1863199,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MU.O,"Micron Technology, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
MYL,1226543,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MYL.TH^L08,"Viatris Ord Shs, Ordinary Share, Delisted, NASDAQ INTERMARKET",MAPPED
NAVI,139815,20000413,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NAVI.O,"Navient Corporation, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
NBL,772899,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NBL.PH^B09,"Noble Energy Ord Shs, Ordinary Share, Delisted, NASDAQ OMX PSX",MAPPED
NCLH,225178,20130204,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NCLH.K,"Norwegian Cruise Line Holdings Ltd., Ordinary Share, NYSE Consolidated",MAPPED
NDAQ,609025,20050426,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NDAQ.O,"Nasdaq Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
NEE,743996,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NEE,"NextEra Energy, Inc., Ordinary Share, NYSE Consolidated",MAPPED
NEM,1788583,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NEM,"Newmont Corporation, Ordinary Share, NYSE Consolidated",MAPPED
NFLX,3638234,20021119,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NFLX.O,"Netflix, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
NFX,817235,19970214,20190213,raw_options,PENDING_LSEG_RECONCILIATION,NFX,"Corgi NFLX 2x Daily ETF, Equity ETF, USD, Cboe Consolidated",MAPPED
NI,491228,19970127,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NI,"NiSource Inc., Ordinary Share, NYSE Consolidated",MAPPED
NKE,1754328,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NKE,"NIKE, Inc., Ordinary Share, Class B, NYSE Consolidated",MAPPED
NLSN,335431,20110203,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NLSN.W^E14,"Nielsen Holdings Ord Shs, Ordinary Share, Delisted, Chicago Board Options Exchange",MAPPED
NOC,1471651,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NOC,"Northrop Grumman Corp, Ordinary Share, NYSE Consolidated",MAPPED
NOV,1598285,19971003,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NOV,"NOV Inc., Ordinary Share, NYSE Consolidated",MAPPED
NRG,907348,20000908,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NRG,"NRG Energy Inc, Ordinary Share, NYSE Consolidated",MAPPED
NSC,1597833,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NSC,"Norfolk Southern Corp, Ordinary Share, NYSE Consolidated",MAPPED
NTAP,1840776,19961107,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NTAP.O,"NetApp Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
NTRS,506388,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NTRS.O,"Northern Trust Corporation, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
NUE,1623884,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NUE,"Nucor Corporation, Ordinary Share, NYSE Consolidated",MAPPED
NVDA,2051672,19990728,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NVDA.O,"NVIDIA Corporation, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
NWL,707339,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NWL.O,"Newell Brands Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
NWSA,217994,20130701,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NWSA.O,"News Corporation, Ordinary Share, Class A, NASDAQ Global Select Consolidated",MAPPED
O,288682,20070927,20190628,raw_options,PENDING_LSEG_RECONCILIATION,O,"Realty Income Corporation, Ordinary Share, NYSE Consolidated",MAPPED
OKE,880843,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,OKE,"ONEOK, Inc., Ordinary Share, NYSE Consolidated",MAPPED
OMC,649599,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,OMC,"Omnicom Group Inc, Ordinary Share, NYSE Consolidated",MAPPED
ORCL,1815868,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ORCL.K,"Oracle Corporation, Ordinary Share, NYSE Consolidated",MAPPED
ORLY,636849,19980202,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ORLY.O,"O'Reilly Automotive, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
OXY,1859406,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,OXY,"Occidental Petroleum Corp, Ordinary Share, NYSE Consolidated",MAPPED
PAYX,802621,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PAYX.O,"Paychex, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
PBCT,406620,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PBCT.B^J07,"Peoples United Financial Ord Shs, Ordinary Share, Delisted, Boston SE when trading NASDAQ Global Select Market",MAPPED
PCAR,905582,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PCAR.O,"Paccar Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
PCG,661835,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PCG,"PG&E Corp, Ordinary Share, NYSE Consolidated",MAPPED
PDCO,545402,19970829,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PDCO.B^J07,"Patterson Companies Ord Shs, Ordinary Share, Delisted, Boston SE when trading NASDAQ Global Select Market",MAPPED
PEG,292601,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PEG,"Public Service Enterprise Group Incorporated, Ordinary Share, NYSE Consolidated",MAPPED
PEP,1579512,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PEP.O,"PepsiCo Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
PFE,1836536,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PFE,"Pfizer Inc., Ordinary Share, NYSE Consolidated",MAPPED
PFG,515185,20020123,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PFG.O,"Principal Financial Group Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
PG,1824941,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PG,"Procter & Gamble Co, Ordinary Share, NYSE Consolidated",MAPPED
PGR,645069,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PGR,"The Progressive Corporation, Ordinary Share, NYSE Consolidated",MAPPED
PH,718123,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PH,"Parker-Hannifin Corp, Ordinary Share, NYSE Consolidated",MAPPED
PHM,1323037,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PHM,"PulteGroup, Inc., Ordinary Share, NYSE Consolidated",MAPPED
PKG,423784,20010709,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PKG,"Packaging Corp of America, Ordinary Share, NYSE Consolidated",MAPPED
PKI,423196,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PKI.B^J07,"Revvity Ord Shs, Ordinary Share, Delisted, Boston Stock Exchange Inc",MAPPED
PLD,415888,19980513,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PLD,"Prologis, Inc., Ordinary Share, NYSE Consolidated",MAPPED
PM,1395623,20080401,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PM,"Philip Morris International Inc, Ordinary Share, NYSE Consolidated",MAPPED
PNC,1192594,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PNC,"The PNC Financial Services Group, Inc., Ordinary Share, NYSE Consolidated",MAPPED
PNR,298044,19990611,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PNR,"Pentair PLC, Ordinary Share, NYSE Consolidated",MAPPED
PNW,340313,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PNW,"Pinnacle West Capital Corporation, Ordinary Share, NYSE Consolidated",MAPPED
PPG,945578,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PPG,"PPG Industries, Inc., Ordinary Share, NYSE Consolidated",MAPPED
PPL,598262,19960827,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PPL,"PPL Corp, Ordinary Share, NYSE Consolidated",MAPPED
PRGO,1299933,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PRGO.K,"Perrigo Company PLC, Ordinary Share, NYSE Consolidated",MAPPED
PRU,1024939,20020314,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PRU,"Prudential Financial Inc, Ordinary Share, NYSE Consolidated",MAPPED
PSA,564020,19961224,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PSA,"Public Storage, Ordinary Share, NYSE Consolidated",MAPPED
PSX,1256477,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PSX,"Phillips 66, Ordinary Share, NYSE Consolidated",MAPPED
PVH,634400,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PVH,"PVH Corp., Ordinary Share, NYSE Consolidated",MAPPED
PWR,622221,20000511,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PWR,"Quanta Services Inc, Ordinary Share, NYSE Consolidated",MAPPED
PXD,1783154,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PXD.PH^B09,"Pioneer Natural Resource Ord Shs, Ordinary Share, Delisted, NASDAQ OMX PSX",MAPPED
PYPL,797938,20150720,20190628,raw_options,PENDING_LSEG_RECONCILIATION,PYPL.O,"PayPal Holdings, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
QCOM,1978796,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,QCOM.O,"QUALCOMM Incorporated, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
QRVO,338876,20150102,20190628,raw_options,PENDING_LSEG_RECONCILIATION,QRVO.O,"Qorvo, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
RCL,1264702,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,RCL,"Royal Caribbean Cruises Ltd., Ordinary Share, NYSE Consolidated",MAPPED
RE,537256,19960110,20190628,raw_options,PENDING_LSEG_RECONCILIATION,0RCK8,"NYMEX REBCO Electronic Energy Future May 2018, Commodity Future, New York Mercantile Exchange (NYMEX)",MAPPED
REG,288093,20031014,20190628,raw_options,PENDING_LSEG_RECONCILIATION,REG.O,"Regency Centers Corp, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
REGN,2627032,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,REGN.O,"Regeneron Pharmaceuticals, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
RF,584798,19970310,20190628,raw_options,PENDING_LSEG_RECONCILIATION,RF,"Regions Financial Corporation, Ordinary Share, NYSE Consolidated",MAPPED
RHI,315138,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,RHI,"Robert Half Inc, Ordinary Share, NYSE Consolidated",MAPPED
RHT,1348044,20000118,20190628,raw_options,PENDING_LSEG_RECONCILIATION,RHT.PH^B09,"Red Hat Ord Shs, Ordinary Share, Delisted, NASDAQ OMX PSX",MAPPED
RJF,404681,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,RJF,"Raymond James Financial, Inc., Ordinary Share, NYSE Consolidated",MAPPED
RL,1276473,19970919,20190628,raw_options,PENDING_LSEG_RECONCILIATION,RL,"Ralph Lauren Corporation, Ordinary Share, Class A, NYSE Consolidated",MAPPED
RMD,368435,19981124,20190628,raw_options,PENDING_LSEG_RECONCILIATION,RMD,"ResMed Inc., Ordinary Share, NYSE Consolidated",MAPPED
ROK,565063,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ROK,"Rockwell Automation Inc, Ordinary Share, NYSE Consolidated",MAPPED
ROP,493022,19960311,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ROP.O,"Roper Technologies, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
ROST,864727,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ROST.O,"Ross Stores Inc, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
RRC,997859,19960509,20190628,raw_options,PENDING_LSEG_RECONCILIATION,RRC,"Range Resources Corporation, Ordinary Share, NYSE Consolidated",MAPPED
RSG,346723,19980716,20190628,raw_options,PENDING_LSEG_RECONCILIATION,RSG,"Republic Services Inc, Ordinary Share, NYSE Consolidated",MAPPED
RTN,1066888,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,RTN.B^J07,"Raytheon Ord Shs, Ordinary Share, Delisted, Boston Stock Exchange Inc",MAPPED
SBAC,433618,20000308,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SBAC.O,"SBA Communications Corp, Ordinary Share, Class A, NASDAQ Global Select Consolidated",MAPPED
SBUX,1523010,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SBUX.O,"Starbucks Corp, Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
SCG,272811,19960104,20181231,raw_options,PENDING_LSEG_RECONCILIATION,SCG.W^E14,"SCANA Ord Shs, Ordinary Share, Delisted, Chicago Board Options Exchange",MAPPED
SCHW,1271233,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SCHW.K,"The Charles Schwab Corporation, Ordinary Share, NYSE Consolidated",MAPPED
SEE,664342,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SEE.PH^B09,"Sealed Air Ord Shs, Ordinary Share, Delisted, NASDAQ OMX PSX",MAPPED
SHW,974567,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SHW,"Sherwin-Williams Co, Ordinary Share, NYSE Consolidated",MAPPED
SIG,495895,20090716,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SIG,"Signet Jewelers Limited, Ordinary Share, NYSE Consolidated",MAPPED
SJM,454168,20020610,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SJM,"The J. M. Smucker Company, Ordinary Share, NYSE Consolidated",MAPPED
SLB,2056926,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SLB,"SLB N.V., Ordinary Share, NYSE Consolidated",MAPPED
SLG,380176,20070130,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SLG,"SL Green Realty Corp, Ordinary Share, NYSE Consolidated",MAPPED
SNA,423645,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SNA,"Snap-On Inc, Ordinary Share, NYSE Consolidated",MAPPED
SNPS,380726,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SNPS.O,"Synopsys, Inc., Ordinary Share, NASDAQ Global Select Consolidated",MAPPED
SO,881029,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,SO,"Southern Co, Ordinary Share, NYSE Consolidated",MAPPED
