ticker,RIC,Date,model,forecast_vol,forecast_var_pct2,esg_spec,refit_date
LEN,LEN,2011-01-03,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-03,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-03,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
LEN,LEN,2011-01-04,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-04,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-04,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
LEN,LEN,2011-01-05,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-05,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-05,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
LEN,LEN,2011-01-06,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-06,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-06,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
LEN,LEN,2011-01-07,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-07,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-07,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
LEN,LEN,2011-01-10,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-10,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-10,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
LEN,LEN,2011-01-11,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-11,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-11,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
LEN,LEN,2011-01-12,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-12,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-12,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
LEN,LEN,2011-01-13,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-13,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-13,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
LEN,LEN,2011-01-14,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-14,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-14,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
LEN,LEN,2011-01-19,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-19,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-19,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
LEN,LEN,2011-01-20,EGARCH,0.3580359047938399,5.086893219108874,,2011-01-03
LEN,LEN,2011-01-20,GARCH,0.4201486027121033,7.00495430003702,,2011-01-03
LEN,LEN,2011-01-20,GJR-GARCH,0.3893013395945102,6.0141084527809605,,2011-01-03
