ticker,RIC,Date,model,forecast_vol,forecast_var_pct2,esg_spec,refit_date
MA,MA,2010-01-12,EGARCH,0.1684079120522444,1.1254454302300192,,2010-01-12
MA,MA,2010-01-12,GARCH,0.1915321314714431,1.4557364042061187,,2010-01-12
MA,MA,2010-01-12,GJR-GARCH,0.2047439580710094,1.66349557010251,,2010-01-12
MA,MA,2010-01-13,EGARCH,0.1684079120522444,1.1254454302300192,,2010-01-12
MA,MA,2010-01-13,GARCH,0.1915321314714431,1.4557364042061187,,2010-01-12
MA,MA,2010-01-13,GJR-GARCH,0.2047439580710094,1.66349557010251,,2010-01-12
MA,MA,2010-01-14,EGARCH,0.1684079120522444,1.1254454302300192,,2010-01-12
MA,MA,2010-01-14,GARCH,0.1915321314714431,1.4557364042061187,,2010-01-12
MA,MA,2010-01-14,GJR-GARCH,0.2047439580710094,1.66349557010251,,2010-01-12
MA,MA,2010-01-15,EGARCH,0.1684079120522444,1.1254454302300192,,2010-01-12
MA,MA,2010-01-15,GARCH,0.1915321314714431,1.4557364042061187,,2010-01-12
MA,MA,2010-01-15,GJR-GARCH,0.2047439580710094,1.66349557010251,,2010-01-12
MA,MA,2010-01-20,EGARCH,0.1684079120522444,1.1254454302300192,,2010-01-12
MA,MA,2010-01-20,GARCH,0.1915321314714431,1.4557364042061187,,2010-01-12
MA,MA,2010-01-20,GJR-GARCH,0.2047439580710094,1.66349557010251,,2010-01-12
MA,MA,2010-01-21,EGARCH,0.1684079120522444,1.1254454302300192,,2010-01-12
MA,MA,2010-01-21,GARCH,0.1915321314714431,1.4557364042061187,,2010-01-12
MA,MA,2010-01-21,GJR-GARCH,0.2047439580710094,1.66349557010251,,2010-01-12
MA,MA,2010-01-22,EGARCH,0.1684079120522444,1.1254454302300192,,2010-01-12
MA,MA,2010-01-22,GARCH,0.1915321314714431,1.4557364042061187,,2010-01-12
MA,MA,2010-01-22,GJR-GARCH,0.2047439580710094,1.66349557010251,,2010-01-12
MA,MA,2010-01-25,EGARCH,0.1684079120522444,1.1254454302300192,,2010-01-12
MA,MA,2010-01-25,GARCH,0.1915321314714431,1.4557364042061187,,2010-01-12
MA,MA,2010-01-25,GJR-GARCH,0.2047439580710094,1.66349557010251,,2010-01-12
MA,MA,2010-01-26,EGARCH,0.1684079120522444,1.1254454302300192,,2010-01-12
