ticker,RIC,Date,model,forecast_vol,forecast_var_pct2,esg_spec,refit_date
ORCL,ORCL.K,2010-01-12,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-12,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-12,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-01-13,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-13,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-13,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-01-14,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-14,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-14,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-01-15,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-15,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-15,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-01-20,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-20,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-20,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-01-21,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-21,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-21,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-01-22,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-22,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-22,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-01-25,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-25,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-25,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-01-26,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-26,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-26,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-01-27,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-27,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-27,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-01-28,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-28,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-28,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-01-29,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-01-29,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-01-29,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-02-01,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-02-01,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-02-01,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-02-02,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-02-02,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-02-02,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-02-03,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-02-03,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-02-03,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-02-04,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-02-04,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-02-04,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-02-05,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-02-05,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-02-05,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-02-08,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
ORCL,ORCL.K,2010-02-08,GARCH,0.2345134497779681,2.182403100268397,,2010-01-12
ORCL,ORCL.K,2010-02-08,GJR-GARCH,0.2027620756450223,1.631446798407848,,2010-01-12
ORCL,ORCL.K,2010-02-09,EGARCH,0.216503292655172,1.8600664972432968,,2010-01-12
